HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459015.85494,2020-06-15.3491586,bq,1.44,16.025,13.049,0.014,21.911,0.288,g
2459016.89031,2020-06-16.3845156,bq,1.49,16.050,13.176,0.015,19.488,0.281,g
2459016.89152,2020-06-16.3857303,bq,1.51,15.985,13.097,0.015,20.954,0.297,g
2459016.89274,2020-06-16.3869487,bq,1.52,16.056,13.103,0.014,20.826,0.280,g
2459019.96700,2020-06-19.461175,bA,2.17,16.115,13.510,0.021,14.321,0.267,g
2459019.96832,2020-06-19.4624866,bA,2.12,16.209,13.532,0.020,14.038,0.247,g
2459019.96963,2020-06-19.4637991,bA,2.08,16.106,13.491,0.020,14.577,0.269,g
2459023.88870,2020-06-23.3828542,bA,2.12,16.263,12.882,0.011,25.552,0.251,g
2459023.89002,2020-06-23.3841744,bA,2.09,16.247,12.869,0.011,25.833,0.253,g
2459023.89136,2020-06-23.3854984,bA,2.13,16.266,12.848,0.010,26.360,0.250,g
2459026.69797,2020-06-26.1921048,bq,1.40,15.924,12.921,0.014,24.644,0.317,g
2459026.69919,2020-06-26.1933267,bq,1.48,16.017,12.955,0.013,23.882,0.292,g
2459026.70040,2020-06-26.1945428,bq,1.43,15.970,12.922,0.013,24.628,0.304,g
2459029.90989,2020-06-29.4040383,bA,2.20,16.043,12.946,0.014,24.078,0.296,g
2459029.91122,2020-06-29.4053747,bA,2.20,16.082,12.967,0.013,23.620,0.287,g
2459029.91255,2020-06-29.4066940,bA,2.18,16.065,12.962,0.014,23.742,0.293,g
2459030.87625,2020-06-30.3704090,bA,2.21,16.020,12.925,0.013,24.556,0.295,g
2459030.87756,2020-06-30.3717229,bA,2.18,16.014,12.898,0.013,25.165,0.304,g
2459030.87887,2020-06-30.3730336,bA,2.22,15.983,12.905,0.014,24.998,0.311,g
2459031.28427,2020-06-30.7784309,bm,1.94,15.800,12.929,0.016,24.441,0.356,g
2459031.28558,2020-06-30.7797416,bm,1.57,15.717,12.903,0.016,25.040,0.381,g
2459031.28686,2020-06-30.7810149,bm,1.54,15.842,12.928,0.015,24.466,0.341,g
2459033.36759,2020-07-02.8617754,bm,1.51,15.637,12.993,0.019,23.057,0.409,g
2459033.36880,2020-07-02.8629888,bm,1.50,15.601,12.920,0.019,24.655,0.422,g
2459033.37002,2020-07-02.8642096,bm,1.49,15.546,12.933,0.020,24.370,0.444,g
2459037.90408,2020-07-07.3983341,bA,2.29,15.801,12.911,0.016,24.869,0.362,g
2459037.90540,2020-07-07.3996563,bA,2.26,15.785,12.900,0.016,25.128,0.367,g
2459037.90672,2020-07-07.4009782,bA,2.36,15.771,12.904,0.017,25.028,0.370,g
2459040.89307,2020-07-10.3874013,bA,2.17,16.221,12.878,0.011,25.631,0.257,g
2459040.89438,2020-07-10.3887074,bA,2.15,16.182,12.885,0.011,25.489,0.266,g
2459040.89570,2020-07-10.3900185,bA,2.14,16.152,12.874,0.012,25.727,0.270,g
2459041.81127,2020-07-11.3056136,bq,1.41,15.327,12.897,0.023,25.183,0.543,g
2459041.81249,2020-07-11.3068402,bq,1.47,15.251,12.824,0.023,26.929,0.582,g
2459041.81371,2020-07-11.3080598,bq,1.47,15.377,12.842,0.021,26.503,0.522,g
2459044.82291,2020-07-14.3173356,bA,2.12,16.266,12.846,0.010,26.388,0.247,g
2459044.82423,2020-07-14.3186584,bA,2.11,16.213,12.847,0.011,26.381,0.254,g
2459044.82555,2020-07-14.3199788,bA,2.14,16.270,12.844,0.010,26.431,0.244,g
2459046.83565,2020-07-16.3301393,bq,1.50,15.979,12.883,0.013,25.527,0.301,g
2459046.83686,2020-07-16.3313586,bq,1.45,15.956,12.909,0.013,24.910,0.308,g
2459046.83807,2020-07-16.3325655,bq,1.41,15.950,12.890,0.013,25.341,0.309,g
2459049.83680,2020-07-19.3314034,bA,2.18,16.327,12.856,0.010,26.163,0.238,g
2459050.88955,2020-07-20.3841972,bA,2.36,16.236,12.841,0.011,26.519,0.248,g
2459050.89087,2020-07-20.3855143,bA,2.30,16.200,12.827,0.011,26.877,0.255,g
2459050.89218,2020-07-20.3868212,bA,2.32,16.210,12.816,0.011,27.132,0.260,g
2459055.81419,2020-07-25.3090557,bA,2.14,16.263,12.870,0.011,25.837,0.249,g
2459055.81676,2020-07-25.3116305,bA,2.12,16.206,12.831,0.011,26.775,0.262,g
2459058.81333,2020-07-28.3083371,bA,2.21,15.996,12.871,0.013,25.792,0.308,g
2459058.81461,2020-07-28.3096178,bA,2.17,16.041,12.921,0.013,24.646,0.300,g
2459058.81590,2020-07-28.3109053,bA,2.18,15.969,12.884,0.014,25.492,0.319,g
2459068.75314,2020-08-07.2487297,bA,2.13,16.114,12.796,0.011,27.646,0.276,g
2459068.75438,2020-08-07.2499692,bA,2.12,16.213,12.828,0.011,26.838,0.254,g
2459068.75563,2020-08-07.2512107,bA,2.13,16.177,12.820,0.011,27.035,0.266,g
2459072.80404,2020-08-11.2998918,bA,2.08,16.266,12.756,0.010,28.677,0.253,g
2459072.80528,2020-08-11.3011350,bA,2.10,16.224,12.805,0.010,27.409,0.254,g
2459072.80652,2020-08-11.3023778,bA,2.09,16.232,12.803,0.010,27.455,0.253,g
2459074.79149,2020-08-13.2874858,bA,2.10,16.247,12.806,0.010,27.400,0.254,g
2459074.79274,2020-08-13.2887321,bA,2.10,16.249,12.803,0.010,27.447,0.251,g
2459074.79399,2020-08-13.2899833,bA,2.11,16.229,12.807,0.010,27.348,0.262,g
2459075.72428,2020-08-14.2203416,bq,1.44,15.984,12.874,0.012,25.735,0.300,g
2459075.72550,2020-08-14.2215625,bq,1.46,15.972,12.843,0.012,26.460,0.303,g
2459075.72673,2020-08-14.2227986,bq,1.47,15.999,12.835,0.012,26.672,0.296,g
2459077.76166,2020-08-16.2578747,bq,1.45,15.850,12.815,0.013,27.173,0.339,g
2459077.76289,2020-08-16.2590990,bq,1.45,15.556,12.858,0.026,26.100,0.625,g
2459078.73770,2020-08-17.2339996,bq,1.52,15.072,12.909,0.033,24.906,0.754,g
2459078.73892,2020-08-17.2352170,bq,1.58,14.937,12.868,0.035,25.862,0.821,g
2459078.74014,2020-08-17.2364371,bq,1.53,14.601,13.323,0.073,17.014,1.138,g
2459080.78383,2020-08-19.2802725,bA,2.10,16.264,12.788,0.010,27.851,0.246,g
2459080.78506,2020-08-19.2815118,bA,2.11,16.209,12.793,0.010,27.728,0.265,g
2459080.78631,2020-08-19.2827548,bA,2.12,16.210,12.815,0.011,27.159,0.262,g
2459081.72296,2020-08-20.2194785,bq,1.49,15.720,12.819,0.015,27.052,0.382,g
2459081.72417,2020-08-20.2206910,bq,1.46,15.731,12.806,0.015,27.380,0.378,g
2459081.72538,2020-08-20.2219033,bq,1.50,15.725,12.831,0.015,26.750,0.383,g
2459082.74400,2020-08-21.2406076,bq,1.45,15.534,12.852,0.019,26.262,0.459,g
2459082.74521,2020-08-21.2418199,bq,1.50,15.568,12.832,0.019,26.761,0.447,g
2459082.74643,2020-08-21.2430393,bq,1.45,15.517,12.805,0.018,27.430,0.460,g
2459085.74617,2020-08-24.2430194,bA,2.33,16.107,12.770,0.011,28.323,0.284,g
2459085.74741,2020-08-24.2442577,bA,2.29,16.068,12.782,0.012,28.000,0.288,g
2459085.74865,2020-08-24.2454990,bA,2.28,16.175,12.765,0.010,28.446,0.268,g
2459091.75344,2020-08-30.2508092,bA,2.36,15.674,12.816,0.017,27.136,0.405,g
2459091.75469,2020-08-30.2520512,bA,2.39,15.686,12.771,0.016,28.289,0.403,g
2459091.75593,2020-08-30.2532907,bA,2.43,15.769,12.793,0.015,27.727,0.373,g
2459095.73891,2020-09-03.2366306,bA,2.18,16.065,12.812,0.012,27.239,0.291,g
2459095.74015,2020-09-03.2378699,bA,2.18,16.046,12.841,0.012,26.531,0.300,g
2459095.74139,2020-09-03.2391126,bA,2.14,16.051,12.815,0.012,27.175,0.298,g
2459096.70900,2020-09-04.2068113,bq,1.47,15.464,12.803,0.019,27.471,0.481,g
2459096.71021,2020-09-04.2080260,bq,1.46,15.391,12.832,0.021,26.746,0.515,g
2459096.71144,2020-09-04.2092526,bq,1.51,15.487,12.865,0.020,25.964,0.472,g
2459098.73274,2020-09-06.2307516,bA,2.27,16.195,12.836,0.011,26.647,0.258,g
2459098.73398,2020-09-06.2319876,bA,2.23,16.098,12.789,0.011,27.826,0.285,g
2459098.73522,2020-09-06.2332281,bA,2.21,16.109,12.766,0.011,28.420,0.279,g
2459102.72217,2020-09-10.2205452,bA,2.45,15.539,12.750,0.017,28.837,0.452,g
2459102.72341,2020-09-10.2217846,bA,2.42,15.718,12.758,0.014,28.628,0.388,g
2459102.72465,2020-09-10.2230263,bA,2.40,15.841,12.802,0.014,27.472,0.348,g
2459113.22942,2020-09-20.7288097,bm,2.03,15.838,12.803,0.013,27.482,0.344,g
2459113.23160,2020-09-20.7309961,bm,1.59,14.725,12.830,0.038,26.796,0.943,g
2459126.61901,2020-10-04.1197311,bq,1.46,15.503,12.813,0.018,27.220,0.461,g
2459126.62023,2020-10-04.1209388,bq,1.50,15.429,12.844,0.020,26.439,0.493,g
2459126.62146,2020-10-04.1221734,bq,1.50,15.437,12.804,0.019,27.446,0.492,g
2459129.61280,2020-10-07.1138027,bq,1.55,15.747,12.829,0.015,26.819,0.372,g
2459129.61402,2020-10-07.1150280,bq,1.47,15.802,12.814,0.014,27.198,0.355,g
2459129.61524,2020-10-07.1162440,bq,1.53,15.768,12.845,0.015,26.414,0.364,g
2459131.60296,2020-10-09.1041618,bq,1.43,15.808,12.771,0.013,28.301,0.352,g
2459131.60418,2020-10-09.1053802,bq,1.43,15.775,12.765,0.014,28.441,0.361,g
2459131.60540,2020-10-09.1065987,bq,1.39,15.871,12.798,0.013,27.593,0.333,g
2459133.59866,2020-10-11.1000535,bq,1.44,15.939,12.837,0.013,26.635,0.314,g
2459133.59987,2020-10-11.1012650,bq,1.46,15.976,12.815,0.012,27.153,0.302,g
2459133.60110,2020-10-11.1024949,bq,1.46,15.903,12.816,0.013,27.124,0.323,g
2459134.59397,2020-10-12.0954515,bq,1.45,15.889,12.810,0.013,27.304,0.327,g
2459134.59518,2020-10-12.0966710,bq,1.48,15.873,12.806,0.013,27.408,0.331,g
2459134.59640,2020-10-12.0978916,bq,1.47,15.858,12.770,0.013,28.301,0.335,g
